#           y           U_x           U_y           U_z
      -0.0049             0             0             0
  -0.00479798   -0.00639316  -0.000109962   1.11757e-23
  -0.00469596    -0.0110451  -0.000426923   1.23028e-24
  -0.00459394    -0.0139005  -0.000938985  -7.94638e-23
  -0.00449192    -0.0150974    -0.0016192  -4.89855e-22
   -0.0043899    -0.0146563   -0.00245376  -3.48718e-24
  -0.00428788    -0.0124339   -0.00342904  -9.63222e-22
  -0.00418586   -0.00868384   -0.00452625   9.39474e-22
  -0.00408384    -0.0034859   -0.00573349  -1.36447e-21
  -0.00398182    0.00323517   -0.00703655  -2.71264e-21
   -0.0038798     0.0114534   -0.00842384   3.91889e-22
  -0.00377778     0.0211061   -0.00988274   4.18132e-21
  -0.00367576     0.0320922    -0.0114005   3.50515e-21
  -0.00357374     0.0439657    -0.0129864   3.04871e-21
  -0.00347172      0.056736    -0.0146195  -7.10491e-21
   -0.0033697     0.0714199    -0.0162779  -5.37603e-21
  -0.00326768     0.0865627    -0.0179777   7.62268e-23
  -0.00316566      0.102231    -0.0197161   2.29519e-23
  -0.00306364      0.119628    -0.0214445   8.56824e-21
  -0.00296162      0.136305    -0.0232363   1.67182e-20
   -0.0028596      0.154509    -0.0249297  -1.63597e-21
  -0.00275758      0.172888    -0.0267817  -1.52481e-20
  -0.00265556      0.191528     -0.028464  -5.95745e-21
  -0.00255354       0.21115    -0.0303166  -1.04923e-22
  -0.00245152      0.230773     -0.032086  -1.19096e-22
  -0.00234949      0.250365    -0.0337807   2.09909e-21
  -0.00224747      0.270882    -0.0356606  -1.00397e-22
  -0.00214545      0.290626    -0.0372934  -5.29122e-22
  -0.00204343       0.31051    -0.0389305  -4.46943e-21
  -0.00194141      0.330905    -0.0406857  -2.36351e-21
  -0.00183939      0.350965    -0.0423471  -2.75547e-20
  -0.00173737      0.370404    -0.0438401   1.71772e-20
  -0.00163535      0.389658    -0.0452961   6.65359e-22
  -0.00153333       0.40869    -0.0467207  -1.38167e-21
  -0.00143131      0.427494     -0.048135    -1.146e-20
  -0.00132929      0.445774    -0.0494623   5.92588e-21
  -0.00122727      0.463464    -0.0506965    1.6263e-20
  -0.00112525      0.480495    -0.0518322  -8.75499e-21
  -0.00102323      0.496804    -0.0528649   -1.4162e-21
 -0.000921212      0.512393     -0.053822   1.68874e-21
 -0.000819192      0.527212      -0.05471   6.74919e-21
 -0.000717172       0.54112    -0.0554934   -1.2993e-21
 -0.000615152      0.554046    -0.0561655  -5.50115e-22
 -0.000513131      0.565866    -0.0567012   1.65719e-20
 -0.000411111      0.576368    -0.0570408  -1.89263e-22
 -0.000309091      0.585706    -0.0572603  -9.15834e-21
 -0.000207071      0.593823    -0.0573586  -7.01368e-21
 -0.000105051      0.600668    -0.0573348   3.52928e-21
  -3.0303e-06       0.60623    -0.0571863  -1.65502e-21
  9.89899e-05      0.610339     -0.056932  -2.98452e-21
   0.00020101      0.613134    -0.0565369   1.08133e-22
   0.00030303      0.614498    -0.0560062   2.86295e-21
  0.000405051       0.61445    -0.0553612   7.10643e-22
  0.000507071      0.612966    -0.0545968  -6.02227e-21
  0.000609091      0.610034    -0.0537106   4.36537e-21
  0.000711111       0.60566    -0.0527052   1.55295e-20
  0.000813131      0.599857    -0.0515838  -4.37907e-20
  0.000915152      0.592644     -0.050351   6.97518e-20
   0.00101717      0.584051    -0.0490119  -3.79532e-20
   0.00111919      0.574116    -0.0475726  -1.32795e-21
   0.00122121      0.562885    -0.0460405   4.86463e-22
   0.00132323      0.550418     -0.044424  -2.97671e-21
   0.00142525      0.536782    -0.0427325  -3.55989e-20
   0.00152727      0.522057    -0.0409764   2.91538e-20
   0.00162929      0.506335    -0.0391666   2.36877e-20
   0.00173131      0.489746    -0.0373441   1.12933e-20
   0.00183333      0.472383    -0.0354985  -6.50095e-20
   0.00193535       0.45426    -0.0336131  -7.67472e-20
   0.00203737      0.435316    -0.0316787   3.90263e-20
   0.00213939       0.41595    -0.0297672   4.60416e-20
   0.00224141      0.396309    -0.0278908   -1.1584e-21
   0.00234343      0.376083    -0.0259848  -7.89731e-21
   0.00244545      0.355753    -0.0241268  -7.50466e-21
   0.00254747      0.335381     -0.022309  -2.22046e-21
   0.00264949      0.314789    -0.0205105   7.75142e-22
   0.00275152      0.294548    -0.0187941   1.30272e-21
   0.00285354      0.274245    -0.0171129   1.71543e-20
   0.00295556        0.2545    -0.0155162  -9.85545e-22
   0.00305758      0.235485    -0.0140263  -6.65546e-21
    0.0031596      0.215889    -0.0125227  -3.06345e-21
   0.00326162      0.198363    -0.0112283  -3.04502e-20
   0.00336364       0.17942   -0.00986011  -5.04948e-20
   0.00346566      0.162577   -0.00868888   5.38775e-20
   0.00356768      0.145746   -0.00755078   6.51757e-20
    0.0036697      0.129306   -0.00647529  -5.26708e-20
   0.00377172       0.11487   -0.00556868    5.0109e-21
   0.00387374      0.100285   -0.00468283   1.70593e-20
   0.00397576     0.0863991    -0.0038719  -2.61018e-20
   0.00407778     0.0739793   -0.00317899  -8.90329e-22
    0.0041798     0.0625375   -0.00256825  -9.72374e-21
   0.00428182     0.0518962   -0.00202614   6.96273e-21
   0.00438384     0.0421171   -0.00155348   2.34174e-21
   0.00448586     0.0332324   -0.00114831  -2.25831e-22
   0.00458788      0.025501  -0.000817881  -2.68076e-21
    0.0046899     0.0188834  -0.000554278   2.94896e-21
   0.00479192     0.0129867  -0.000339869  -2.91121e-21
   0.00489394    0.00818488  -0.000183208    7.0538e-22
   0.00499596    0.00448558  -7.91495e-05             0
   0.00509798    0.00170663  -1.84034e-05  -6.40197e-23
       0.0052             0             0             0
