#           y           U_x           U_y           U_z
      -0.0049             0             0             0
  -0.00479798    -0.0122305   3.55106e-05  -1.10814e-22
  -0.00469596    -0.0235695   0.000134151   3.96979e-22
  -0.00459394    -0.0340625    0.00028769  -4.87344e-22
  -0.00449192    -0.0437005    0.00048768   9.65332e-22
   -0.0043899    -0.0525215   0.000724612    2.3138e-22
  -0.00428788    -0.0603612   0.000992992   7.86131e-23
  -0.00418586    -0.0673502    0.00128183   6.39297e-21
  -0.00408384    -0.0734433    0.00158338    1.5495e-20
  -0.00398182    -0.0786053    0.00188971  -1.37483e-20
   -0.0038798    -0.0828221    0.00219252  -3.63425e-20
  -0.00377778    -0.0861092    0.00248413  -1.60318e-20
  -0.00367576    -0.0885222    0.00275908  -2.14391e-20
  -0.00357374    -0.0900189    0.00301214   4.15303e-21
  -0.00347172    -0.0903069     0.0032221   3.92005e-20
   -0.0033697    -0.0898716    0.00340108   1.24437e-20
  -0.00326768    -0.0885291    0.00354039  -9.16219e-21
  -0.00316566    -0.0860022    0.00361315   1.37615e-20
  -0.00306364    -0.0830471    0.00366321   1.17715e-20
  -0.00296162    -0.0785086    0.00360803  -3.74426e-20
   -0.0028596    -0.0738037    0.00354275  -8.14086e-20
  -0.00275758    -0.0675653     0.0033545   -4.1856e-20
  -0.00265556    -0.0612067    0.00315705   4.16205e-20
  -0.00255354     -0.053435    0.00284044   1.50575e-19
  -0.00245152    -0.0452783    0.00249018    1.4574e-19
  -0.00234949    -0.0359818     0.0020403   3.57372e-20
  -0.00224747    -0.0259139    0.00152296  -5.24831e-20
  -0.00214545    -0.0149205    0.00091636  -1.13825e-19
  -0.00204343   -0.00326903   0.000247163  -1.06968e-19
  -0.00194141    0.00945833  -0.000526869  -4.70095e-20
  -0.00183939     0.0226271   -0.00134423   8.94005e-20
  -0.00173737      0.037058   -0.00228042    8.0834e-20
  -0.00163535     0.0521118   -0.00327528   -6.0351e-20
  -0.00153333     0.0678666   -0.00433451  -1.47531e-19
  -0.00143131     0.0846969   -0.00548726   2.66605e-21
  -0.00132929      0.102349   -0.00670834   1.05803e-19
  -0.00122727      0.120815   -0.00799311   7.59817e-20
  -0.00112525      0.140142   -0.00934123  -4.96762e-20
  -0.00102323      0.160353    -0.0107493  -4.57597e-20
 -0.000921212      0.181448    -0.0122119   4.06868e-20
 -0.000819192       0.20341    -0.0137219  -6.92389e-20
 -0.000717172      0.226206    -0.0152714  -1.59209e-20
 -0.000615152       0.24983    -0.0168537   3.31688e-20
 -0.000513131      0.274292      -0.01846   2.88309e-20
 -0.000411111      0.299414    -0.0200782   -5.6991e-20
 -0.000309091      0.325259    -0.0216984   3.29666e-20
 -0.000207071      0.351636    -0.0233091   6.69013e-21
 -0.000105051      0.378463    -0.0248986   -1.3416e-20
  -3.0303e-06      0.405853    -0.0264668   7.43556e-21
  9.89899e-05      0.433016    -0.0279638   6.64915e-21
   0.00020101      0.460378    -0.0294141    2.1817e-22
   0.00030303      0.487613    -0.0307979   -1.3598e-20
  0.000405051       0.51446    -0.0320922   1.19519e-21
  0.000507071      0.540837    -0.0333047  -1.34696e-21
  0.000609091      0.566378    -0.0344038  -3.96472e-20
  0.000711111      0.591039    -0.0353999   4.23062e-20
  0.000813131      0.614614    -0.0362842  -9.42696e-21
  0.000915152      0.636898     -0.037049   5.31451e-20
   0.00101717      0.657669    -0.0376864    2.4055e-22
   0.00111919        0.6768    -0.0381945  -7.62872e-20
   0.00122121      0.694073    -0.0385687   2.30581e-20
   0.00132323      0.709406     -0.038811   1.02689e-20
   0.00142525       0.72277    -0.0389268  -4.49484e-20
   0.00152727      0.734237    -0.0389257  -1.58237e-20
   0.00162929       0.74388    -0.0388148   1.05646e-19
   0.00173131      0.750525    -0.0385349   6.67681e-20
   0.00183333      0.755422    -0.0381604  -3.21299e-21
   0.00193535      0.758414    -0.0376841  -6.70733e-20
   0.00203737      0.758251    -0.0370466  -3.45827e-20
   0.00213939      0.757117    -0.0363594             0
   0.00224141      0.752154    -0.0354901             0
   0.00234343      0.746639    -0.0345926   4.64261e-22
   0.00244545      0.737046    -0.0335126   1.47543e-20
   0.00254747      0.727263    -0.0324229   3.00078e-20
   0.00264949      0.713489    -0.0311756   1.14099e-20
   0.00275152      0.699383    -0.0299186  -1.03048e-20
   0.00285354       0.68237    -0.0285443  -2.14384e-20
   0.00295556      0.663768    -0.0271181  -1.94618e-20
   0.00305758      0.643692     -0.025634  -2.83741e-21
    0.0031596      0.620598     -0.024051   1.11643e-20
   0.00326162        0.5968    -0.0224481    1.1829e-20
   0.00336364      0.570312     -0.020792  -1.78176e-20
   0.00346566       0.54308    -0.0191248  -2.83951e-20
   0.00356768      0.513934     -0.017444   2.05564e-20
    0.0036697      0.483753    -0.0157681   3.89873e-20
   0.00377172      0.452625    -0.0141032   1.67848e-20
   0.00387374      0.420221    -0.0124801  -4.14014e-20
   0.00397576        0.3873     -0.010895  -3.39175e-20
   0.00407778       0.35384   -0.00936128    4.7557e-24
    0.0041798      0.319936   -0.00790533   1.10421e-24
   0.00428182       0.28589   -0.00654131   1.24296e-20
   0.00438384      0.251883    -0.0052722   2.00177e-20
   0.00448586      0.218076   -0.00411065  -3.28409e-21
   0.00458788       0.18469   -0.00307403  -5.78087e-21
    0.0046899      0.151846    -0.0021775  -1.74296e-21
   0.00479192      0.119648   -0.00141244   2.27915e-21
   0.00489394     0.0883186  -0.000810498  -2.39691e-22
   0.00499596     0.0578924  -0.000365746  -3.60937e-22
   0.00509798     0.0285008  -9.50587e-05   2.72479e-23
       0.0052  -2.31918e-16   5.29211e-20   2.85505e-37
