#           y           U_x           U_y           U_z
      -0.0049  -1.65471e-16   2.77444e-20   2.25456e-36
  -0.00479798    -0.0183306   1.79329e-05   1.48471e-21
  -0.00469596    -0.0345591   5.78504e-05   -2.1232e-21
  -0.00459394    -0.0486534    9.6213e-05  -8.59334e-21
  -0.00449192    -0.0607777    0.00012879   2.63622e-20
   -0.0043899    -0.0705638   0.000111606   9.60467e-21
  -0.00428788    -0.0787781    9.2088e-05  -1.33141e-20
  -0.00418586    -0.0843821  -4.87275e-05   8.31344e-20
  -0.00408384     -0.088758   -0.00018524  -3.75228e-19
  -0.00398182    -0.0908308  -0.000432588   5.76426e-19
   -0.0038798    -0.0908922   -0.00079475  -1.00627e-19
  -0.00377778    -0.0892512   -0.00124863  -2.98967e-19
  -0.00367576     -0.085938   -0.00180618  -2.86034e-19
  -0.00357374    -0.0808379   -0.00250211  -2.98999e-19
  -0.00347172    -0.0738633   -0.00335366   1.11312e-18
   -0.0033697    -0.0652263    -0.0043569   4.99883e-19
  -0.00326768    -0.0568161   -0.00525844   -1.1221e-19
  -0.00316566    -0.0463042   -0.00640952  -8.84383e-19
  -0.00306364    -0.0341265   -0.00775101  -6.49835e-19
  -0.00296162    -0.0214475   -0.00910538  -4.88008e-19
   -0.0028596   -0.00798391     -0.010529   6.61129e-19
  -0.00275758    0.00690097    -0.0121623  -1.06319e-19
  -0.00265556     0.0227633    -0.0139172  -7.64072e-19
  -0.00255354     0.0392582    -0.0157422  -1.77242e-19
  -0.00245152     0.0561164    -0.0175861   1.23683e-18
  -0.00234949     0.0736583    -0.0195221   1.38991e-18
  -0.00224747     0.0920769    -0.0215933  -1.33437e-18
  -0.00214545      0.111119    -0.0237484  -1.44586e-18
  -0.00204343      0.130835    -0.0259868   1.03688e-18
  -0.00194141      0.151085    -0.0282883  -4.92017e-19
  -0.00183939      0.171823    -0.0306447   7.64736e-20
  -0.00173737      0.192818    -0.0330174    1.0184e-18
  -0.00163535      0.214123    -0.0354159    1.7141e-19
  -0.00153333      0.235808    -0.0378507  -2.24094e-18
  -0.00143131      0.257974    -0.0403397   1.21713e-18
  -0.00132929      0.280502    -0.0428593    9.4206e-20
  -0.00122727      0.303466    -0.0453939  -3.20294e-19
  -0.00112525      0.326626    -0.0479177  -1.62232e-19
  -0.00102323      0.349602    -0.0503906   3.67385e-19
 -0.000921212      0.372581     -0.052841   7.95268e-20
 -0.000819192      0.395649    -0.0552761  -5.31551e-19
 -0.000717172      0.418768    -0.0576405   9.91908e-20
 -0.000615152      0.441567    -0.0599236   1.87745e-19
 -0.000513131      0.464082     -0.062179   3.15518e-20
 -0.000411111      0.485956    -0.0642952   3.65033e-20
 -0.000309091      0.507315    -0.0662268   8.46865e-21
 -0.000207071      0.528452    -0.0682008   1.16424e-19
 -0.000105051      0.548311    -0.0699561  -1.25172e-19
  -3.0303e-06      0.567131    -0.0714186  -5.87553e-20
  9.89899e-05       0.58585    -0.0730366  -1.33016e-19
   0.00020101      0.601914    -0.0741572   5.65054e-20
   0.00030303      0.617769    -0.0752348   7.51044e-20
  0.000405051      0.632984    -0.0762973   1.72188e-20
  0.000507071      0.644831    -0.0767726   2.56661e-19
  0.000609091      0.656908    -0.0773604   2.32522e-19
  0.000711111      0.667642    -0.0778298  -4.44657e-19
  0.000813131      0.674799     -0.077709   8.07604e-21
  0.000915152      0.680993     -0.077491    3.3457e-20
   0.00101717       0.68762    -0.0775084  -1.80646e-21
   0.00111919      0.690272    -0.0769471  -5.00502e-21
   0.00122121      0.690179    -0.0759329  -7.78007e-20
   0.00132323      0.689124    -0.0748822   1.26087e-19
   0.00142525       0.68813    -0.0740425   5.84136e-19
   0.00152727      0.684325    -0.0728376  -7.96484e-19
   0.00162929      0.677665    -0.0712433  -7.96126e-20
   0.00173131      0.668623     -0.069301   5.12994e-19
   0.00183333      0.658074    -0.0672312  -2.99802e-20
   0.00193535      0.647739    -0.0654596  -8.47566e-19
   0.00203737      0.635689    -0.0635385   5.88296e-19
   0.00213939       0.62084    -0.0612461  -7.67958e-19
   0.00224141       0.60404    -0.0587212   6.46733e-19
   0.00234343      0.585395    -0.0559486  -2.08444e-20
   0.00244545      0.565801    -0.0531672  -1.82804e-19
   0.00254747      0.546286     -0.050705   1.43297e-19
   0.00264949      0.525159    -0.0480839   8.60585e-19
   0.00275152      0.502109    -0.0451703  -6.56735e-19
   0.00285354      0.477758    -0.0420358  -3.75902e-20
   0.00295556      0.453528    -0.0392017  -8.64661e-20
   0.00305758      0.428861    -0.0365123  -7.79522e-21
    0.0031596      0.402957     -0.033512   4.33965e-21
   0.00326162      0.376646    -0.0304738   2.30419e-19
   0.00336364      0.350919    -0.0279546   2.31203e-21
   0.00346566      0.324779    -0.0251494  -3.01432e-21
   0.00356768      0.299274    -0.0224416  -2.20632e-19
    0.0036697      0.272643     -0.019989  -4.67097e-19
   0.00377172      0.247288      -0.01755   4.94048e-19
   0.00387374      0.222708     -0.015169   3.07079e-19
   0.00397576       0.19869    -0.0129382   1.29746e-19
   0.00407778      0.175194    -0.0109052  -1.01588e-19
    0.0041798      0.152651   -0.00903385  -1.19515e-19
   0.00428182      0.131319   -0.00731067  -5.74997e-20
   0.00438384      0.110921   -0.00580365   7.67438e-20
   0.00448586     0.0917431   -0.00446798  -8.48262e-20
   0.00458788     0.0742115   -0.00325537  -1.93066e-21
    0.0046899     0.0580372    -0.0022727             0
   0.00479192     0.0433808   -0.00144005  -2.67914e-21
   0.00489394     0.0301835  -0.000808512   3.33195e-21
   0.00499596     0.0184707  -0.000359237  -2.58621e-21
   0.00509798    0.00848276  -8.92952e-05   1.37973e-21
       0.0052             0             0             0
