# y [mm]                 u [m/s] 
2.310230999999999812e-01 -2.622950799999999860e-02
5.280528100000000391e-01 -2.622950799999999860e-02
9.570957099999999329e-01 -1.311475399999999930e-02
1.452145200000000136e+00 2.622950799999999860e-02
1.980198000000000125e+00 1.049180299999999955e-01
2.475247500000000045e+00 1.967213100000000103e-01
2.970296999999999965e+00 3.016393399999999780e-01
3.498349800000000176e+00 3.672131100000000092e-01
3.960396000000000249e+00 4.852459000000000078e-01
4.455445499999999726e+00 5.639344299999999865e-01
4.983498299999999936e+00 6.163934399999999592e-01
5.445544599999999846e+00 6.295081999999999622e-01
5.973597400000000057e+00 6.032786900000000063e-01
6.468646899999999533e+00 5.508196699999999835e-01
6.963696399999999898e+00 4.590163899999999964e-01
7.458745899999999374e+00 3.803278700000000123e-01
7.920792099999999891e+00 2.622950800000000138e-01
8.448844899999999214e+00 1.836065600000000020e-01
8.712871299999999763e+00 1.311475400000000069e-01
9.009900999999999271e+00 9.180327900000000152e-02
9.438943899999999942e+00 3.934426199999999790e-02
9.702970299999998716e+00 2.622950799999999860e-02
9.966996699999999265e+00 1.311475399999999930e-02
