# y [mm]                 u [m/s] 
9.868421099999999058e+00 2.580645200000000056e-02
9.638157899999999501e+00 6.451612900000000539e-02
9.342105300000000057e+00 9.032258099999999901e-02
8.881578900000000942e+00 1.419354800000000028e-01
8.651315800000000777e+00 2.193548399999999954e-01
8.388157899999999501e+00 2.709677400000000125e-01
7.960526299999999722e+00 3.483871000000000051e-01
7.434210500000000721e+00 4.774193500000000201e-01
6.940789499999999279e+00 5.677419400000000005e-01
6.480263199999999557e+00 6.322580599999999551e-01
5.953947400000000556e+00 6.580645200000000417e-01
5.460526299999999722e+00 6.580645200000000417e-01
4.967105300000000057e+00 6.064516100000000298e-01
4.440789500000000167e+00 5.290322600000000319e-01
3.980263199999999557e+00 4.258064500000000030e-01
3.486842099999999611e+00 3.096774199999999810e-01
2.927631600000000223e+00 2.322580599999999884e-01
2.500000000000000000e+00 1.290322600000000097e-01
2.006578900000000054e+00 5.161290300000000164e-02
1.513157899999999945e+00 -2.580645200000000056e-02
1.019736799999999999e+00 -5.161290300000000164e-02
5.263157899999999501e-01 -6.451612900000000539e-02
2.302631599999999945e-01 -3.870967699999999789e-02
