#           y           U_x           U_y           U_z
   0.00213939      0.658085    -0.0487867   4.06924e-20
   0.00224141      0.644592    -0.0470432   3.90492e-20
   0.00234343      0.628981    -0.0451634  -4.19546e-20
   0.00244545      0.612151    -0.0432058     2.893e-21
   0.00254747      0.593605    -0.0411701  -1.79449e-20
   0.00264949      0.573779    -0.0390556  -2.13413e-20
   0.00275152      0.552497    -0.0368839   1.81047e-20
   0.00285354      0.530108    -0.0346629   2.44294e-20
   0.00295556      0.507027    -0.0324544   1.29326e-20
   0.00305758      0.482764    -0.0301893  -1.73497e-20
    0.0031596      0.457946    -0.0279558  -4.30561e-20
   0.00326162      0.432197     -0.025691   2.91952e-21
   0.00336364      0.405716     -0.023444   2.18912e-20
   0.00346566      0.378884    -0.0212332   -8.8529e-22
   0.00356768      0.351926    -0.0190752   1.15139e-21
    0.0036697      0.324657    -0.0169789   5.01475e-21
   0.00377172       0.29761    -0.0149536   7.35722e-21
   0.00387374      0.270808    -0.0130285   2.02047e-22
   0.00397576      0.244265    -0.0112019   6.60515e-21
   0.00407778      0.218363   -0.00949022   4.53896e-21
    0.0041798      0.193091   -0.00789569   -1.1943e-21
   0.00428182      0.168602   -0.00643157  -3.29357e-21
   0.00438384      0.145029   -0.00510708  -7.78691e-23
   0.00448586      0.122474   -0.00392701   1.38282e-23
   0.00458788      0.101005   -0.00289223   2.77586e-21
    0.0046899     0.0808348   -0.00201326  -3.66149e-21
   0.00479192     0.0618589   -0.00129141   3.50663e-21
   0.00489394     0.0442941  -0.000728878  -1.65679e-22
   0.00499596     0.0280842  -0.000323776   1.87943e-22
   0.00509798     0.0133517  -8.21057e-05  -2.97519e-24
       0.0052   1.04486e-16  -4.46203e-20  -3.05778e-37
