#           y           U_x           U_y           U_z
 -0.000921212      0.446705    -0.0562586   1.73704e-20
 -0.000819192      0.466642    -0.0578976   1.97018e-20
 -0.000717172      0.486026    -0.0594453   1.83532e-21
 -0.000615152      0.504766    -0.0608918   3.76077e-23
 -0.000513131      0.522769    -0.0622274  -1.34888e-20
 -0.000411111      0.539942    -0.0634427             0
 -0.000309091       0.55619    -0.0645289  -3.36853e-21
 -0.000207071      0.571421    -0.0654778  -5.48606e-24
 -0.000105051      0.585545     -0.066282   3.75688e-21
  -3.0303e-06      0.598577    -0.0669458   -4.8395e-21
  9.89899e-05      0.610053    -0.0674608  -6.34481e-21
   0.00020101      0.620432    -0.0678145   3.94065e-21
   0.00030303      0.629437    -0.0680073  -1.86826e-20
  0.000405051      0.637005    -0.0680377   2.20255e-20
  0.000507071      0.643074    -0.0679028   5.89123e-21
  0.000609091      0.647592    -0.0676013  -8.73099e-21
  0.000711111       0.65052     -0.067133   2.94147e-21
  0.000813131      0.651826     -0.066499    4.1019e-20
  0.000915152      0.651493    -0.0657014  -2.97672e-20
   0.00101717      0.649511    -0.0647434  -4.84791e-21
   0.00111919      0.645881    -0.0636293   2.13298e-20
   0.00122121      0.640617    -0.0623642  -1.18755e-19
   0.00132323       0.63374    -0.0609545   9.80852e-20
   0.00142525      0.625286    -0.0594074  -8.37934e-20
   0.00152727      0.615206    -0.0577183  -3.60222e-20
   0.00162929      0.603548    -0.0558958   8.64237e-20
   0.00173131      0.590569    -0.0539949   5.51138e-20
   0.00183333      0.576159    -0.0519793  -1.36623e-19
   0.00193535      0.560453    -0.0498689   1.47449e-19
   0.00203737      0.543604    -0.0476833   6.15743e-20
   0.00213939      0.525515    -0.0454107  -6.28464e-20
   0.00224141      0.506477    -0.0431139  -6.26921e-20
   0.00234343      0.486451    -0.0407581   6.30194e-21
   0.00244545      0.465735    -0.0383736  -1.63629e-20
   0.00254747      0.444224    -0.0359808   -4.4802e-20
   0.00264949      0.422136    -0.0335802   7.24265e-20
   0.00275152      0.399496    -0.0311637   4.37497e-20
   0.00285354      0.376849    -0.0288339  -4.61833e-20
   0.00295556      0.353789    -0.0264894  -4.10386e-20
   0.00305758      0.331219    -0.0242757   -3.8408e-20
    0.0031596      0.308288    -0.0220582  -7.86951e-20
   0.00326162       0.28597    -0.0199745  -3.08839e-20
   0.00336364      0.263432    -0.0179128   6.66419e-20
   0.00346566      0.241306    -0.0159465   7.54519e-20
   0.00356768      0.219637    -0.0140842   1.85927e-20
    0.0036697      0.198573    -0.0123142  -1.12059e-23
   0.00377172      0.178142    -0.0106634  -1.97418e-20
   0.00387374      0.158544   -0.00913229  -1.58793e-20
   0.00397576      0.139716   -0.00770874  -5.24073e-21
   0.00407778      0.121903   -0.00641443   2.09081e-20
    0.0041798      0.105183   -0.00525242   2.05184e-20
   0.00428182     0.0893592   -0.00420453  -8.53998e-21
   0.00438384     0.0746202   -0.00327902   1.53527e-21
   0.00448586      0.060947     -0.002472   1.44529e-21
   0.00458788     0.0486013   -0.00179377  -1.31772e-20
    0.0046899     0.0374223   -0.00122685    3.9415e-21
   0.00479192     0.0274196  -0.000773218   1.81908e-21
   0.00489394     0.0186752  -0.000428043  -5.05638e-22
   0.00499596     0.0111917  -0.000187079   7.59904e-22
   0.00509798    0.00496726  -4.63649e-05   3.72205e-23
       0.0052             0             0             0
