#           y           U_x           U_y           U_z
            0             0             0             0
  5.25253e-05     0.0531264   -0.00929643             0
  0.000105051     0.0885428    -0.0117696   -2.1328e-21
  0.000157576      0.123041    -0.0129854  -3.74571e-23
  0.000210101      0.156445    -0.0134068   3.58063e-21
  0.000262626      0.188824    -0.0134928             0
  0.000315152      0.220201    -0.0134519             0
  0.000367677        0.2506    -0.0133847  -1.71149e-21
  0.000420202      0.280085    -0.0133371  -9.09552e-21
  0.000472727      0.308433    -0.0133403  -2.12319e-21
  0.000525253      0.335872    -0.0133858   4.66064e-21
  0.000577778      0.362589    -0.0134612   9.13715e-21
  0.000630303      0.388405    -0.0135701   8.49025e-21
  0.000682828      0.413231    -0.0137032   5.10542e-21
  0.000735354       0.43769    -0.0138453   7.03055e-22
  0.000787879      0.460727    -0.0140049  -1.23338e-22
  0.000840404      0.483625     -0.014165   -7.9372e-22
  0.000892929      0.505141     -0.014329  -3.59411e-24
  0.000945455      0.526658     -0.014493   7.86532e-22
   0.00099798       0.54658    -0.0146504  -2.41492e-21
   0.00105051       0.56648    -0.0148076  -5.67042e-21
   0.00110303      0.585209    -0.0149544  -4.94517e-21
   0.00115556      0.603373    -0.0150961  -2.30072e-21
   0.00120808      0.621293    -0.0152348             0
   0.00126061      0.637579    -0.0153536             0
   0.00131313      0.653865    -0.0154724             0
   0.00136566      0.669479    -0.0155816   4.35318e-22
   0.00141818      0.683723    -0.0156714   1.75842e-21
   0.00147071      0.697967    -0.0157611   3.08153e-21
   0.00152323      0.711662    -0.0158424   3.82894e-21
   0.00157576      0.723678    -0.0158977   2.81185e-21
   0.00162828      0.735694    -0.0159529   1.79477e-21
   0.00168081       0.74771    -0.0160082   7.77678e-22
   0.00173333      0.757648      -0.01603  -3.89349e-22
   0.00178586      0.767226    -0.0160459  -1.58231e-21
   0.00183838      0.776805    -0.0160619  -2.77527e-21
   0.00189091      0.786069    -0.0160727  -3.79977e-21
   0.00194343      0.792975    -0.0160449  -3.55782e-21
   0.00199596      0.799881     -0.016017  -3.31587e-21
   0.00204848      0.806787    -0.0159892  -3.07392e-21
   0.00210101      0.813675     -0.015961  -2.82676e-21
   0.00215354      0.817645    -0.0158841  -1.73544e-21
   0.00220606      0.821615    -0.0158071   -6.4413e-22
   0.00225859      0.825585    -0.0157301   4.47183e-22
   0.00231111      0.829555    -0.0156532    1.5385e-21
   0.00236364      0.831984    -0.0155506   2.15951e-21
   0.00241616      0.832748    -0.0154205   2.27289e-21
   0.00246869      0.833513    -0.0152904   2.38626e-21
   0.00252121      0.834278    -0.0151603   2.49963e-21
   0.00257374      0.835043    -0.0150302   2.61301e-21
   0.00262626      0.834171     -0.014873   2.14336e-21
   0.00267879      0.831663    -0.0146887    1.0907e-21
   0.00273131      0.829154    -0.0145045   3.80344e-23
   0.00278384      0.826646    -0.0143202  -1.01463e-21
   0.00283636      0.824137    -0.0141359  -2.06729e-21
   0.00288889      0.819966    -0.0139249  -2.27831e-21
   0.00294141      0.814254    -0.0136893  -1.70961e-21
   0.00299394      0.808543    -0.0134537   -1.1409e-21
   0.00304646      0.802831    -0.0132181  -5.72198e-22
   0.00309899       0.79712    -0.0129824  -3.49332e-24
   0.00315152       0.78852    -0.0127043             0
   0.00320404      0.779902    -0.0124259             0
   0.00325657      0.771284    -0.0121475             0
   0.00330909      0.762666    -0.0118691             0
   0.00336162      0.751718     -0.011558             0
   0.00341414       0.74046    -0.0112426             0
   0.00346667      0.729202    -0.0109272             0
   0.00351919      0.717592    -0.0106073             0
   0.00357172      0.703943    -0.0102607             0
   0.00362424      0.690293   -0.00991415             0
   0.00367677      0.676644   -0.00956759             0
   0.00372929      0.661366   -0.00920189             0
   0.00378182      0.645558   -0.00882994             0
   0.00383434      0.629749     -0.008458             0
   0.00388687      0.612639   -0.00807303             0
   0.00393939      0.594891   -0.00768167             0
   0.00399192      0.577142   -0.00729032             0
   0.00404444      0.557886    -0.0068875             0
   0.00409697      0.538405   -0.00648297             0
   0.00414949      0.518424   -0.00607625             0
   0.00420202      0.497407     -0.005665             0
   0.00425455      0.476372   -0.00525373   5.85325e-24
   0.00430707      0.454002   -0.00484228   4.43959e-22
    0.0043596      0.431632   -0.00443083   8.82064e-22
   0.00441212      0.408184   -0.00402506   4.47001e-22
   0.00446465      0.384628   -0.00361988   -7.1339e-23
   0.00451717      0.360051    -0.0032269  -5.89437e-22
    0.0045697      0.335234   -0.00283871  -8.00785e-22
   0.00462222      0.309772   -0.00246341  -1.86757e-22
   0.00467475      0.283781   -0.00210369             0
   0.00472727      0.257384   -0.00175771             0
    0.0047798      0.230508   -0.00143098             0
   0.00483232       0.20309   -0.00113236             0
   0.00488485      0.175274  -0.000859223   9.06223e-23
   0.00493737      0.147056   -0.00061593    3.7471e-23
    0.0049899      0.118451  -0.000406402  -9.71098e-23
   0.00504242     0.0894685  -0.000235263   -2.4701e-23
   0.00509495     0.0600933  -0.000110317   9.25252e-24
   0.00514747     0.0303951  -2.89409e-05   2.24317e-26
       0.0052             0             0             0
