#           y           U_x           U_y           U_z
   0.00122121      0.468157    -0.0552866   2.93236e-20
   0.00132323      0.450203    -0.0524352   2.87775e-20
   0.00142525      0.432692    -0.0498245  -4.88903e-20
   0.00152727      0.414887    -0.0472299  -3.08557e-20
   0.00162929      0.393698    -0.0441395   2.62929e-20
   0.00173131      0.377315    -0.0418399  -2.75063e-21
   0.00183333      0.356936    -0.0390649  -1.31327e-20
   0.00193535      0.338139    -0.0365099  -1.58682e-20
   0.00203737      0.319362    -0.0339194    2.6513e-20
   0.00213939      0.298556    -0.0314898   6.68181e-20
   0.00224141      0.280098    -0.0289562  -1.54543e-20
   0.00234343      0.261667    -0.0264881   1.17335e-20
   0.00244545      0.242793    -0.0242574   2.63884e-21
   0.00254747      0.222803     -0.022489   1.78873e-19
   0.00264949      0.206291    -0.0197742  -8.38227e-20
   0.00275152       0.18906    -0.0177766   -9.3084e-20
   0.00285354      0.172358    -0.0158804  -7.23051e-20
   0.00295556      0.155322    -0.0144282   1.60135e-20
   0.00305758      0.138526    -0.0132521   1.92877e-19
    0.0031596      0.124298    -0.0112293   8.06793e-20
   0.00326162      0.110736   -0.00937982  -8.75649e-20
   0.00336364     0.0975834   -0.00796786  -1.58556e-20
   0.00346566      0.085101   -0.00676045  -2.38619e-22
   0.00356768     0.0734238   -0.00566723             0
    0.0036697     0.0625754   -0.00468829     5.215e-24
   0.00377172     0.0525923   -0.00382669  -1.99896e-20
   0.00387374     0.0434685   -0.00307905  -2.35371e-20
   0.00397576     0.0351509   -0.00242876   3.11038e-20
   0.00407778     0.0276386   -0.00186503   2.87012e-20
    0.0041798     0.0200292   -0.00155025  -1.74893e-20
   0.00428182     0.0134082   -0.00130099  -2.25306e-20
   0.00438384     0.0105514  -0.000727266   3.55695e-21
   0.00448586    0.00324181  -0.000764468   1.09444e-20
   0.00458788    0.00318604  -0.000304134  -6.46889e-21
    0.0046899   0.000724018  -0.000181507             0
   0.00479192  -0.000963012  -9.37132e-05   1.18891e-21
   0.00489394   -0.00201751  -4.21123e-05  -1.81945e-21
   0.00499596   -0.00202709  -1.24879e-05   6.36464e-22
   0.00509798   -0.00139806  -1.30611e-06  -5.24858e-23
       0.0052  -7.36305e-18   1.85848e-20  -8.77053e-39
