# y [mm]                 u [m/s] 
9.900990099999999572e+00 2.666666700000000154e-02
9.636963699999999022e+00 8.000000000000000167e-02
9.405940599999999208e+00 1.333333299999999999e-01
8.877887799999999885e+00 2.399999999999999911e-01
8.646864700000000070e+00 3.066666699999999746e-01
8.382838300000001297e+00 3.599999999999999867e-01
7.920792099999999891e+00 5.200000000000000178e-01
7.425742600000000415e+00 6.400000000000000133e-01
6.963696399999999898e+00 7.066666700000000523e-01
6.435643600000000575e+00 7.333333300000000055e-01
5.940594099999999322e+00 7.066666700000000523e-01
5.412541300000000000e+00 6.533333300000000454e-01
4.950495000000000090e+00 5.600000000000000533e-01
4.455445499999999726e+00 4.400000000000000022e-01
3.927392699999999959e+00 3.200000000000000067e-01
3.465346500000000329e+00 2.266666699999999868e-01
2.937293699999999674e+00 9.333333300000000443e-02
2.475247500000000045e+00 4.000000000000000083e-02
2.013201299999999971e+00 0.000000000000000000e+00
1.485148499999999983e+00 -6.666666699999999890e-02
9.900990100000000016e-01 -6.666666699999999890e-02
4.620461999999999625e-01 -6.666666699999999890e-02
1.650165000000000104e-01 -4.000000000000000083e-02
